post_id,influencer_id,platform,posted_at,caption,views,likes,comments,shares,audio_type,campaign_tag
830,17,instagram,2025-08-11T07:47:14.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,3917,86,10,9,trending,fitness_january_push
831,17,instagram,2025-08-05T16:13:10.784718,Trying something different today. Skits and comedy.  Full routine and products in the description.,6655,126,8,9,catalogue,gaming_console_drop
832,17,instagram,2025-10-14T11:11:15.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,3431,75,11,9,catalogue,gaming_console_drop
833,17,instagram,2025-10-08T12:51:24.784718,Cannot believe this just happened. Skits and comedy.  Full routine and products in the description.,7805,222,25,63,original,reggaeton_launch_q2
834,17,instagram,2025-08-09T15:21:27.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,7234,141,22,37,catalogue,beauty_summer_2025
835,17,instagram,2025-11-05T20:02:23.784718,Day 29 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,4980,84,16,21,catalogue,gaming_console_drop
836,17,instagram,2025-08-15T00:08:06.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,4469,92,9,29,original,reggaeton_launch_q2
837,17,instagram,2025-08-23T06:58:31.784718,Behind the scenes of the next project. Skits and comedy.  Full routine and products in the description.,4863,107,16,19,original,reggaeton_launch_q2
838,17,instagram,2025-09-17T21:36:49.784718,POV you are listening to this on repeat. Skits and comedy.  Full routine and products in the description.,3454,57,11,10,trending,fitness_january_push
839,17,instagram,2025-10-14T04:56:28.784718,This audio is stuck in my head. Skits and comedy.  Full routine and products in the description.,7122,143,32,52,trending,fitness_january_push
840,17,instagram,2025-11-07T10:33:53.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,6577,164,17,32,trending,back_to_school_2025
841,17,instagram,2025-08-11T18:26:10.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",4180,76,4,13,original,reggaeton_launch_q2
842,17,instagram,2025-10-01T15:53:54.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,5189,151,11,25,catalogue,fitness_january_push
843,17,instagram,2025-09-07T10:28:22.784718,Behind the scenes of the next project. Skits and comedy.  Full routine and products in the description.,2741,55,7,7,original,
844,17,instagram,2025-08-05T07:52:02.784718,Day 5 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,7922,156,33,56,original,beauty_summer_2025
845,17,instagram,2025-08-10T03:57:22.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,4259,74,8,17,trending,
846,17,instagram,2025-11-05T05:54:58.784718,Cannot believe this just happened. Skits and comedy.  Full routine and products in the description.,7900,145,16,41,catalogue,reggaeton_launch_q2
847,17,instagram,2025-08-25T02:18:30.784718,POV you are listening to this on repeat. Skits and comedy.  Full routine and products in the description.,2774,68,5,7,trending,fitness_january_push
848,17,instagram,2025-09-13T22:26:28.784718,Behind the scenes of the next project. Skits and comedy.  Full routine and products in the description.,9670,228,25,22,original,back_to_school_2025
849,17,instagram,2025-09-04T23:10:47.784718,POV you are listening to this on repeat. Skits and comedy.  Full routine and products in the description.,5506,84,15,28,catalogue,reggaeton_launch_q2
850,17,instagram,2025-09-24T15:23:25.784718,Cannot believe this just happened. Skits and comedy.  Full routine and products in the description.,7531,147,11,25,trending,beauty_summer_2025
851,17,instagram,2025-08-15T02:21:37.784718,Trying something different today. Skits and comedy.  Full routine and products in the description.,2917,76,4,9,catalogue,reggaeton_launch_q2
852,17,instagram,2025-11-18T18:33:31.784718,Trying something different today. Skits and comedy.  Full routine and products in the description.,2381,56,6,20,original,gaming_console_drop
853,17,instagram,2025-11-12T11:57:53.784718,Day 25 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,2653,74,5,6,trending,reggaeton_launch_q2
854,17,instagram,2025-09-18T15:54:37.784718,Trying something different today. Skits and comedy.  Full routine and products in the description.,9988,201,25,35,original,
855,17,instagram,2025-10-12T21:54:49.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",9488,206,35,15,trending,fitness_january_push
856,17,instagram,2025-08-26T03:10:28.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,3509,86,5,19,original,
857,17,instagram,2025-08-26T02:21:15.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,10266,267,33,46,trending,fitness_january_push
858,17,instagram,2025-09-20T07:14:27.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,5185,133,25,37,trending,beauty_summer_2025
859,17,instagram,2025-11-20T16:04:22.784718,This audio is stuck in my head. Skits and comedy.  Full routine and products in the description.,2895,52,6,14,original,gaming_console_drop
860,17,instagram,2025-08-11T18:03:06.784718,Day 3 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,6297,115,14,11,catalogue,gaming_console_drop
861,17,instagram,2025-08-08T15:19:44.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,3731,85,12,12,trending,
862,17,instagram,2025-11-13T06:18:38.784718,POV you are listening to this on repeat. Skits and comedy.  Full routine and products in the description.,6212,113,15,28,catalogue,beauty_summer_2025
863,17,instagram,2025-11-02T08:08:50.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",9074,238,39,50,trending,
864,17,instagram,2025-08-05T21:44:00.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,8240,171,10,44,trending,fitness_january_push
865,17,instagram,2025-10-11T08:36:08.784718,This audio is stuck in my head. Skits and comedy.  Full routine and products in the description.,9146,190,25,26,trending,
866,17,instagram,2025-10-24T02:11:34.784718,Behind the scenes of the next project. Skits and comedy.  Full routine and products in the description.,3169,46,10,9,trending,beauty_summer_2025
867,17,instagram,2025-08-07T08:16:47.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",4839,135,21,26,trending,fitness_january_push
868,17,instagram,2025-08-25T01:37:37.784718,Day 26 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,9906,150,24,55,trending,reggaeton_launch_q2
869,17,instagram,2025-10-17T08:16:38.784718,Cannot believe this just happened. Skits and comedy.  Full routine and products in the description.,10147,161,12,49,trending,gaming_console_drop
870,17,instagram,2025-08-29T00:31:57.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,2964,45,5,12,trending,back_to_school_2025
871,17,instagram,2025-09-14T04:55:57.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,3770,69,7,19,trending,beauty_summer_2025
872,17,instagram,2025-10-15T04:58:24.784718,Behind the scenes of the next project. Skits and comedy.  Full routine and products in the description.,6158,152,26,25,catalogue,back_to_school_2025
873,17,instagram,2025-07-27T18:06:18.784718,Day 1 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,6795,160,29,40,original,gaming_console_drop
874,17,instagram,2025-08-24T01:13:51.784718,Cannot believe this just happened. Skits and comedy.  Full routine and products in the description.,9488,260,28,72,catalogue,fitness_january_push
875,17,instagram,2025-07-26T12:57:22.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",10225,321,42,66,catalogue,reggaeton_launch_q2
876,17,instagram,2025-08-31T06:21:56.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",5665,109,14,20,original,
877,17,instagram,2025-10-04T11:13:33.784718,Behind the scenes of the next project. Skits and comedy.  Full routine and products in the description.,2423,65,11,16,catalogue,fitness_january_push
878,17,instagram,2025-10-02T02:59:48.784718,Behind the scenes of the next project. Skits and comedy.  Full routine and products in the description.,5120,115,19,11,original,fitness_january_push
879,17,instagram,2025-08-29T04:12:43.784718,Cannot believe this just happened. Skits and comedy.  Full routine and products in the description.,6729,113,12,28,catalogue,fitness_january_push
880,17,instagram,2025-08-14T02:14:35.784718,POV you are listening to this on repeat. Skits and comedy.  Full routine and products in the description.,10282,222,40,61,trending,reggaeton_launch_q2
881,17,instagram,2025-11-08T14:27:50.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,3093,67,4,9,trending,beauty_summer_2025
882,17,instagram,2025-10-22T02:32:58.784718,Behind the scenes of the next project. Skits and comedy.  Full routine and products in the description.,6720,128,21,17,trending,fitness_january_push
883,17,instagram,2025-10-06T13:47:14.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,8571,169,28,27,trending,
884,17,instagram,2025-10-14T07:47:41.784718,Day 11 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,2555,44,7,8,catalogue,back_to_school_2025
885,17,instagram,2025-08-27T21:59:32.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",9991,252,55,33,catalogue,fitness_january_push
886,17,instagram,2025-11-15T00:48:49.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,5737,150,25,27,trending,back_to_school_2025
887,17,instagram,2025-09-08T16:13:00.784718,This audio is stuck in my head. Skits and comedy.  Full routine and products in the description.,3092,79,11,21,catalogue,gaming_console_drop
888,17,instagram,2025-09-26T10:20:07.784718,This audio is stuck in my head. Skits and comedy.  Full routine and products in the description.,3928,62,9,14,original,back_to_school_2025
889,17,instagram,2025-08-10T02:55:38.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,6882,117,21,25,trending,beauty_summer_2025
890,17,instagram,2025-09-06T21:16:30.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",4676,93,17,28,trending,
891,17,instagram,2025-08-10T22:27:29.784718,Trying something different today. Skits and comedy.  Full routine and products in the description.,9797,242,33,21,trending,back_to_school_2025
892,17,instagram,2025-08-22T08:49:17.784718,Trying something different today. Skits and comedy.  Full routine and products in the description.,4560,102,16,19,original,fitness_january_push
893,17,instagram,2025-07-30T02:08:51.784718,POV you are listening to this on repeat. Skits and comedy.  Full routine and products in the description.,5614,127,11,21,trending,
894,17,instagram,2025-08-26T02:37:05.784718,Day 12 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,3736,50,8,13,original,reggaeton_launch_q2
895,17,instagram,2025-10-27T19:00:34.784718,"New drop just landed, what do you think. Skits and comedy.  Full routine and products in the description.",10278,190,32,31,original,beauty_summer_2025
896,17,instagram,2025-07-30T07:11:11.784718,You asked for it so here it is. Skits and comedy.  Full routine and products in the description.,6450,143,18,49,original,gaming_console_drop
897,17,instagram,2025-08-11T00:41:32.784718,This audio is stuck in my head. Skits and comedy.  Full routine and products in the description.,8134,202,29,71,trending,
898,17,instagram,2025-09-20T23:27:19.784718,Tag a friend who needs to see this. Skits and comedy.  Full routine and products in the description.,6041,151,30,48,trending,beauty_summer_2025
899,17,instagram,2025-09-18T09:45:41.784718,POV you are listening to this on repeat. Skits and comedy.  Full routine and products in the description.,10013,185,24,18,original,
900,17,instagram,2025-10-20T11:03:59.784718,Day 12 of posting until this goes viral. Skits and comedy.  Full routine and products in the description.,5694,160,21,32,trending,beauty_summer_2025
901,18,tiktok,2025-08-07T07:19:23.784718,This audio is stuck in my head. Storytelling vlogs.,151151,24060,2041,3577,catalogue,
902,18,tiktok,2025-10-11T04:03:52.784718,Day 12 of posting until this goes viral. Storytelling vlogs.,64903,5312,984,926,original,beauty_summer_2025
903,18,tiktok,2025-08-22T23:45:16.784718,Day 29 of posting until this goes viral. Storytelling vlogs.,219027,17131,1258,2851,trending,back_to_school_2025
904,18,tiktok,2025-09-09T00:02:33.784718,Trying something different today. Storytelling vlogs.,174229,18416,2423,1665,trending,
905,18,tiktok,2025-10-15T17:19:08.784718,"New drop just landed, what do you think. Storytelling vlogs.",199003,23472,1941,1666,trending,fitness_january_push
906,18,tiktok,2025-10-15T14:55:43.784718,"New drop just landed, what do you think. Storytelling vlogs.",83268,9181,1283,1144,original,gaming_console_drop
907,18,tiktok,2025-11-14T15:03:03.784718,"New drop just landed, what do you think. Storytelling vlogs.",261885,32540,6370,6199,catalogue,back_to_school_2025
908,18,tiktok,2025-07-28T23:39:18.784718,Trying something different today. Storytelling vlogs.,73028,6758,983,843,trending,fitness_january_push
909,18,tiktok,2025-09-24T15:19:13.784718,Day 20 of posting until this goes viral. Storytelling vlogs.,160283,11702,2518,2523,catalogue,reggaeton_launch_q2
910,18,tiktok,2025-08-14T18:38:26.784718,Behind the scenes of the next project. Storytelling vlogs.,64769,4138,415,786,catalogue,
911,18,tiktok,2025-08-27T20:58:13.784718,"New drop just landed, what do you think. Storytelling vlogs.",76844,10694,1668,1996,original,
912,18,tiktok,2025-08-03T04:34:13.784718,You asked for it so here it is. Storytelling vlogs.,81530,9359,1246,2594,trending,gaming_console_drop
913,18,tiktok,2025-08-21T13:50:40.784718,POV you are listening to this on repeat. Storytelling vlogs.,178714,13956,1299,3346,trending,
914,18,tiktok,2025-08-18T14:07:18.784718,Tag a friend who needs to see this. Storytelling vlogs.,166029,15151,2018,2162,catalogue,fitness_january_push
915,18,tiktok,2025-09-15T01:16:26.784718,Tag a friend who needs to see this. Storytelling vlogs.,216289,25015,4732,3489,catalogue,
916,18,tiktok,2025-08-09T23:24:18.784718,POV you are listening to this on repeat. Storytelling vlogs.,74198,7137,1258,1544,trending,beauty_summer_2025
917,18,tiktok,2025-09-29T22:26:00.784718,POV you are listening to this on repeat. Storytelling vlogs.,101651,11816,2116,3149,trending,
918,18,tiktok,2025-08-24T17:30:28.784718,This audio is stuck in my head. Storytelling vlogs.,233069,16531,3665,3288,trending,back_to_school_2025
919,18,tiktok,2025-10-11T12:54:39.784718,You asked for it so here it is. Storytelling vlogs.,97393,7968,990,2748,catalogue,reggaeton_launch_q2
920,18,tiktok,2025-08-15T15:17:06.784718,POV you are listening to this on repeat. Storytelling vlogs.,211935,22590,1787,1449,catalogue,back_to_school_2025
921,18,tiktok,2025-09-15T09:30:26.784718,Day 2 of posting until this goes viral. Storytelling vlogs.,83076,8789,886,1610,trending,back_to_school_2025
922,18,tiktok,2025-10-19T12:37:01.784718,Behind the scenes of the next project. Storytelling vlogs.,114795,10062,1560,1703,trending,beauty_summer_2025
923,18,tiktok,2025-11-18T04:17:26.784718,Tag a friend who needs to see this. Storytelling vlogs.,115481,13504,1088,1071,original,reggaeton_launch_q2
924,18,tiktok,2025-08-05T03:27:38.784718,Behind the scenes of the next project. Storytelling vlogs.,242784,24779,3807,3877,catalogue,
925,18,tiktok,2025-10-10T02:47:58.784718,Cannot believe this just happened. Storytelling vlogs.,79576,11398,1013,1202,original,gaming_console_drop
926,18,tiktok,2025-11-18T14:50:33.784718,Tag a friend who needs to see this. Storytelling vlogs.,117959,7891,1694,2099,catalogue,gaming_console_drop
927,18,tiktok,2025-09-25T00:21:05.784718,Behind the scenes of the next project. Storytelling vlogs.,198862,16183,2209,5608,catalogue,fitness_january_push
928,18,tiktok,2025-07-29T20:52:51.784718,POV you are listening to this on repeat. Storytelling vlogs.,95246,7406,1401,2622,catalogue,gaming_console_drop
929,18,tiktok,2025-07-26T00:30:40.784718,This audio is stuck in my head. Storytelling vlogs.,159150,12425,2589,3209,trending,beauty_summer_2025
930,18,tiktok,2025-08-27T07:31:02.784718,Day 18 of posting until this goes viral. Storytelling vlogs.,213985,22838,4726,4246,trending,
931,18,tiktok,2025-09-13T19:06:35.784718,POV you are listening to this on repeat. Storytelling vlogs.,195154,17835,3210,2665,trending,back_to_school_2025
932,18,tiktok,2025-09-16T05:49:13.784718,Day 16 of posting until this goes viral. Storytelling vlogs.,199754,20018,4882,7306,catalogue,beauty_summer_2025
933,18,tiktok,2025-07-31T19:50:49.784718,Trying something different today. Storytelling vlogs.,108992,16179,1558,3607,original,fitness_january_push
934,18,tiktok,2025-11-08T15:18:55.784718,Day 13 of posting until this goes viral. Storytelling vlogs.,243640,30482,3527,3539,catalogue,gaming_console_drop
935,18,tiktok,2025-11-17T05:26:55.784718,Trying something different today. Storytelling vlogs.,144549,18876,1474,4196,trending,back_to_school_2025
936,18,tiktok,2025-10-22T04:24:12.784718,POV you are listening to this on repeat. Storytelling vlogs.,175261,21091,1827,1547,catalogue,beauty_summer_2025
937,18,tiktok,2025-08-23T23:55:58.784718,"New drop just landed, what do you think. Storytelling vlogs.",166322,16218,1400,3114,original,gaming_console_drop
938,18,tiktok,2025-08-02T18:40:33.784718,"New drop just landed, what do you think. Storytelling vlogs.",103432,11451,1776,917,trending,
939,18,tiktok,2025-09-12T15:35:08.784718,Trying something different today. Storytelling vlogs.,87064,12981,1556,3755,catalogue,beauty_summer_2025
940,18,tiktok,2025-09-16T09:13:45.784718,Day 8 of posting until this goes viral. Storytelling vlogs.,88077,10650,2070,1578,original,fitness_january_push
941,18,tiktok,2025-10-08T19:50:00.784718,Behind the scenes of the next project. Storytelling vlogs.,145632,17062,2063,2992,trending,beauty_summer_2025
942,18,tiktok,2025-09-26T10:41:09.784718,Cannot believe this just happened. Storytelling vlogs.,224140,21201,1915,3402,original,gaming_console_drop
943,18,tiktok,2025-09-21T13:29:54.784718,You asked for it so here it is. Storytelling vlogs.,175262,20961,2404,6180,trending,reggaeton_launch_q2
944,18,tiktok,2025-10-19T15:13:49.784718,Behind the scenes of the next project. Storytelling vlogs.,201471,23651,2517,3547,trending,fitness_january_push
945,18,tiktok,2025-07-31T04:47:09.784718,This audio is stuck in my head. Storytelling vlogs.,246383,21285,1509,2003,trending,beauty_summer_2025
946,18,tiktok,2025-08-19T12:57:52.784718,"New drop just landed, what do you think. Storytelling vlogs.",186411,29014,1860,7360,original,fitness_january_push
947,18,tiktok,2025-11-03T09:54:51.784718,Trying something different today. Storytelling vlogs.,153375,10070,2172,2940,trending,back_to_school_2025
948,18,tiktok,2025-09-20T06:00:26.784718,"New drop just landed, what do you think. Storytelling vlogs.",175010,24366,1762,4733,catalogue,
949,18,tiktok,2025-09-03T15:29:25.784718,Cannot believe this just happened. Storytelling vlogs.,164898,22137,1582,5695,catalogue,beauty_summer_2025
950,18,tiktok,2025-09-24T04:40:37.784718,You asked for it so here it is. Storytelling vlogs.,206613,31908,4259,3417,original,reggaeton_launch_q2
951,18,tiktok,2025-08-18T07:52:55.784718,Trying something different today. Storytelling vlogs.,165630,12892,1071,3088,trending,reggaeton_launch_q2
952,18,tiktok,2025-10-12T09:11:40.784718,POV you are listening to this on repeat. Storytelling vlogs.,158207,12499,2512,1902,catalogue,
953,18,tiktok,2025-11-22T15:59:16.784718,This audio is stuck in my head. Storytelling vlogs.,84078,5840,617,1915,original,beauty_summer_2025
954,18,tiktok,2025-11-08T23:32:20.784718,Cannot believe this just happened. Storytelling vlogs.,99942,9863,861,2409,trending,
955,18,tiktok,2025-10-08T17:52:33.784718,Behind the scenes of the next project. Storytelling vlogs.,202195,16294,2078,1249,trending,reggaeton_launch_q2
956,18,tiktok,2025-11-15T13:19:27.784718,POV you are listening to this on repeat. Storytelling vlogs.,120999,16599,2141,1119,trending,beauty_summer_2025
957,18,tiktok,2025-10-22T19:53:14.784718,This audio is stuck in my head. Storytelling vlogs.,115682,15336,2939,3266,trending,
958,18,tiktok,2025-11-02T10:47:04.784718,Cannot believe this just happened. Storytelling vlogs.,71652,8038,1389,1342,catalogue,beauty_summer_2025
959,18,tiktok,2025-09-22T15:34:35.784718,You asked for it so here it is. Storytelling vlogs.,248628,22815,2634,6495,catalogue,
960,18,tiktok,2025-11-01T06:31:11.784718,Behind the scenes of the next project. Storytelling vlogs.,218180,20574,2654,7763,trending,back_to_school_2025
961,18,tiktok,2025-08-03T13:12:20.784718,Day 25 of posting until this goes viral. Storytelling vlogs.,64817,7191,1251,1609,catalogue,fitness_january_push
962,18,tiktok,2025-09-08T18:51:00.784718,Behind the scenes of the next project. Storytelling vlogs.,260523,36802,3306,10323,original,
963,18,tiktok,2025-10-15T09:25:27.784718,"New drop just landed, what do you think. Storytelling vlogs.",248401,17975,1430,5324,trending,gaming_console_drop
964,18,tiktok,2025-08-28T15:01:58.784718,Cannot believe this just happened. Storytelling vlogs.,124782,14484,3023,3345,original,beauty_summer_2025
965,18,tiktok,2025-10-18T18:47:16.784718,"New drop just landed, what do you think. Storytelling vlogs.",198328,19815,2249,3750,original,reggaeton_launch_q2
966,18,tiktok,2025-08-13T12:10:25.784718,Day 6 of posting until this goes viral. Storytelling vlogs.,100598,15057,1491,2283,catalogue,reggaeton_launch_q2
967,18,tiktok,2025-11-05T09:11:57.784718,You asked for it so here it is. Storytelling vlogs.,160768,21620,2730,3376,catalogue,back_to_school_2025
968,18,tiktok,2025-08-07T20:47:03.784718,Trying something different today. Storytelling vlogs.,148987,20083,2490,1757,catalogue,gaming_console_drop
969,18,tiktok,2025-10-30T15:59:18.784718,Day 3 of posting until this goes viral. Storytelling vlogs.,106156,11450,1185,3899,trending,fitness_january_push
970,18,tiktok,2025-08-25T11:30:56.784718,Behind the scenes of the next project. Storytelling vlogs.,257806,21572,3778,6599,catalogue,gaming_console_drop
971,18,tiktok,2025-08-05T19:49:14.784718,"New drop just landed, what do you think. Storytelling vlogs.",171001,23793,4412,7584,catalogue,reggaeton_launch_q2
972,18,tiktok,2025-10-15T15:42:49.784718,"New drop just landed, what do you think. Storytelling vlogs.",112388,12208,940,2346,catalogue,gaming_console_drop
973,18,tiktok,2025-10-29T15:57:15.784718,Trying something different today. Storytelling vlogs.,73738,11852,1636,2763,original,gaming_console_drop
974,18,tiktok,2025-11-18T23:23:26.784718,Trying something different today. Storytelling vlogs.,210756,33384,3772,2924,catalogue,reggaeton_launch_q2
975,18,tiktok,2025-10-30T06:07:45.784718,"New drop just landed, what do you think. Storytelling vlogs.",163118,18861,2077,5687,original,reggaeton_launch_q2
976,18,tiktok,2025-09-01T22:03:33.784718,Behind the scenes of the next project. Storytelling vlogs.,168583,23985,3690,4784,original,fitness_january_push
977,18,tiktok,2025-08-19T03:28:09.784718,Tag a friend who needs to see this. Storytelling vlogs.,147103,13115,1918,4691,trending,gaming_console_drop
978,19,youtube,2025-08-06T01:45:33.784718,"New drop just landed, what do you think. Tutorials and how to.  Let me know what topic to cover next.",2889799,101331,15343,33694,catalogue,back_to_school_2025
979,19,youtube,2025-07-28T17:15:11.784718,Day 12 of posting until this goes viral. Tutorials and how to.  Let me know what topic to cover next.,6392995,258179,23290,57618,trending,reggaeton_launch_q2
980,19,youtube,2025-11-19T19:16:58.784718,Trying something different today. Tutorials and how to.  Let me know what topic to cover next.,5190227,232670,37422,49306,original,
981,19,youtube,2025-09-12T09:49:55.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,6752173,347485,56235,98274,original,fitness_january_push
982,19,youtube,2025-11-09T21:33:29.784718,"New drop just landed, what do you think. Tutorials and how to.  Let me know what topic to cover next.",3190500,203397,20594,50860,catalogue,reggaeton_launch_q2
983,19,youtube,2025-10-13T14:26:43.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,5467647,308997,31786,34980,catalogue,beauty_summer_2025
984,19,youtube,2025-11-10T04:49:39.784718,POV you are listening to this on repeat. Tutorials and how to.  Let me know what topic to cover next.,2738655,164530,12500,47822,catalogue,fitness_january_push
985,19,youtube,2025-07-29T23:02:16.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,4328052,164035,21223,51711,original,reggaeton_launch_q2
986,19,youtube,2025-11-21T05:27:04.784718,Behind the scenes of the next project. Tutorials and how to.  Let me know what topic to cover next.,3693859,144610,19098,19197,trending,beauty_summer_2025
987,19,youtube,2025-08-04T23:22:06.784718,Tag a friend who needs to see this. Tutorials and how to.  Let me know what topic to cover next.,5218875,239423,41513,67015,trending,gaming_console_drop
988,19,youtube,2025-07-31T03:15:30.784718,Trying something different today. Tutorials and how to.  Let me know what topic to cover next.,3456712,232755,29565,62424,catalogue,reggaeton_launch_q2
989,19,youtube,2025-10-09T04:32:49.784718,This audio is stuck in my head. Tutorials and how to.  Let me know what topic to cover next.,6829969,454536,98752,103960,trending,back_to_school_2025
990,19,youtube,2025-08-26T09:21:12.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,6873168,465824,38303,120138,trending,
991,19,youtube,2025-09-12T08:35:28.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,5830813,303879,21219,41309,trending,
992,19,youtube,2025-11-20T21:18:08.784718,"New drop just landed, what do you think. Tutorials and how to.  Let me know what topic to cover next.",1644092,89344,14953,24570,trending,fitness_january_push
993,19,youtube,2025-07-27T13:09:40.784718,Trying something different today. Tutorials and how to.  Let me know what topic to cover next.,4148956,304151,54952,38248,original,back_to_school_2025
994,19,youtube,2025-11-21T08:09:28.784718,You asked for it so here it is. Tutorials and how to.  Let me know what topic to cover next.,4617870,331131,34283,93779,trending,fitness_january_push
995,19,youtube,2025-08-28T17:01:40.784718,POV you are listening to this on repeat. Tutorials and how to.  Let me know what topic to cover next.,2386353,120978,12089,11352,catalogue,back_to_school_2025
996,19,youtube,2025-09-25T10:42:23.784718,Day 18 of posting until this goes viral. Tutorials and how to.  Let me know what topic to cover next.,1807460,97265,19107,16017,trending,reggaeton_launch_q2
997,19,youtube,2025-08-03T12:17:31.784718,Day 19 of posting until this goes viral. Tutorials and how to.  Let me know what topic to cover next.,4888882,213462,32325,52131,original,beauty_summer_2025
998,19,youtube,2025-10-05T22:28:51.784718,Day 11 of posting until this goes viral. Tutorials and how to.  Let me know what topic to cover next.,6149636,326214,48635,55968,original,gaming_console_drop
999,19,youtube,2025-10-13T01:52:46.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,6526134,410244,36903,26132,trending,reggaeton_launch_q2
1000,19,youtube,2025-08-23T23:09:58.784718,Day 7 of posting until this goes viral. Tutorials and how to.  Let me know what topic to cover next.,6606010,284795,47593,55364,catalogue,back_to_school_2025
1001,19,youtube,2025-10-07T09:20:30.784718,Tag a friend who needs to see this. Tutorials and how to.  Let me know what topic to cover next.,6158401,279070,30063,85154,original,reggaeton_launch_q2
1002,19,youtube,2025-10-31T14:16:54.784718,POV you are listening to this on repeat. Tutorials and how to.  Let me know what topic to cover next.,7080065,482100,61069,43642,catalogue,reggaeton_launch_q2
1003,19,youtube,2025-11-04T15:55:33.784718,Day 8 of posting until this goes viral. Tutorials and how to.  Let me know what topic to cover next.,4446254,200685,32768,70768,trending,beauty_summer_2025
1004,19,youtube,2025-10-22T08:06:05.784718,Trying something different today. Tutorials and how to.  Let me know what topic to cover next.,3312587,264485,30936,79065,trending,gaming_console_drop
1005,19,youtube,2025-11-11T15:44:25.784718,You asked for it so here it is. Tutorials and how to.  Let me know what topic to cover next.,4365208,334113,46390,58677,trending,beauty_summer_2025
1006,19,youtube,2025-11-07T05:17:33.784718,Day 4 of posting until this goes viral. Tutorials and how to.  Let me know what topic to cover next.,2927164,225217,32731,48036,trending,gaming_console_drop
1007,19,youtube,2025-08-10T15:39:58.784718,POV you are listening to this on repeat. Tutorials and how to.  Let me know what topic to cover next.,3829371,190617,29403,66924,original,beauty_summer_2025
1008,19,youtube,2025-08-27T05:01:47.784718,Behind the scenes of the next project. Tutorials and how to.  Let me know what topic to cover next.,2242312,113534,21186,29417,original,reggaeton_launch_q2
1009,19,youtube,2025-08-27T05:47:50.784718,Behind the scenes of the next project. Tutorials and how to.  Let me know what topic to cover next.,7036601,363211,59909,97490,trending,beauty_summer_2025
1010,19,youtube,2025-11-10T23:21:10.784718,Trying something different today. Tutorials and how to.  Let me know what topic to cover next.,2907808,137506,25983,23013,catalogue,back_to_school_2025
1011,19,youtube,2025-08-03T14:38:37.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,1982855,169226,26975,33686,catalogue,fitness_january_push
1012,19,youtube,2025-10-26T11:17:46.784718,You asked for it so here it is. Tutorials and how to.  Let me know what topic to cover next.,5437926,390063,52012,102167,catalogue,reggaeton_launch_q2
1013,19,youtube,2025-07-27T08:05:44.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,4850128,273658,30277,47416,catalogue,
